0	0	0
1	0	0.000
2	1	0.040
3	2	0.080
4	2	0.080
5	0	0.000
6	1	0.040
7	2	0.080
8	0	0.000
9	2	0.080
10	0	0.000
11	2	0.080
12	2	0.080
13	1	0.040
14	1	0.040
15	1	0.040
16	0	0.000
17	0	0.000
18	1	0.040
19	0	0.000
20	2	0.080
21	1	0.040
22	1	0.040
23	0	0.000
24	3	0.120
25	1	0.040
26	1	0.040
27	1	0.040
28	1	0.040
29	2	0.080
30	0	0.000
31	1	0.040
32	0	0.000
33	1	0.040
34	3	0.120
35	2	0.080
36	2	0.080
37	2	0.080
38	0	0.000
39	1	0.040
40	2	0.080
41	2	0.080
42	0	0.000
43	1	0.040
44	3	0.120
45	2	0.080
46	0	0.000
47	3	0.120
48	1	0.040
49	1	0.040
50	1	0.040
51	0	0.000
52	0	0.000
53	3	0.120
54	2	0.080
55	0	0.000
56	0	0.000
57	3	0.120
58	2	0.080
59	1	0.040
60	1	0.040
61	1	0.040
62	0	0.000
63	3	0.120
64	2	0.080
65	1	0.040
66	0	0.000
67	1	0.040
68	1	0.040
69	0	0.000
70	0	0.000
71	1	0.040
72	2	0.080
73	0	0.000
74	2	0.080
75	3	0.120
76	0	0.000
77	1	0.040
78	1	0.040
79	1	0.040
80	1	0.040
81	0	0.000
82	2	0.080
83	2	0.080
84	3	0.120
85	2	0.080
86	0	0.000
87	0	0.000
88	0	0.000
89	0	0.000
90	2	0.080
91	1	0.040
92	1	0.040
93	3	0.120
94	0	0.000
95	1	0.040
96	2	0.080
97	2	0.080
98	0	0.000
99	2	0.080
100	3	0.120
101	1	0.040
102	0	0.000
103	0	0.000
104	2	0.080
105	1	0.040
106	1	0.040
107	3	0.120
108	1	0.040
109	1	0.040
110	2	0.080
111	0	0.000
112	0	0.000
113	1	0.040
114	1	0.040
115	1	0.040
116	0	0.000
117	1	0.040
118	3	0.120
119	0	0.000
120	3	0.120
121	1	0.040
122	0	0.000
123	2	0.080
124	1	0.040
125	1	0.040
126	1	0.040
127	0	0.000
128	1	0.040
129	1	0.040
130	2	0.080
131	0	0.000
132	1	0.040
133	0	0.000
134	3	0.120
135	0	0.000
136	1	0.040
137	0	0.000
138	2	0.080
139	2	0.080
140	0	0.000
141	0	0.000
142	2	0.080
143	4	0.160
144	1	0.040
145	1	0.040
146	1	0.040
147	1	0.040
148	5	0.200
149	1	0.040
150	2	0.080
151	0	0.000
152	2	0.080
153	2	0.080
154	2	0.080
155	1	0.040
156	3	0.120
157	0	0.000
158	2	0.080
159	2	0.080
160	2	0.080
161	1	0.040
162	1	0.040
163	0	0.000
164	3	0.120
165	1	0.040
166	0	0.000
167	1	0.040
168	2	0.080
169	1	0.040
170	0	0.000
171	1	0.040
172	2	0.080
173	5	0.200
174	3	0.120
175	1	0.040
176	1	0.040
177	0	0.000
178	0	0.000
179	1	0.040
180	0	0.000
181	2	0.080
182	2	0.080
183	0	0.000
184	1	0.040
185	1	0.040
186	0	0.000
187	0	0.000
188	1	0.040
189	1	0.040
190	1	0.040
191	0	0.000
192	0	0.000
193	3	0.120
194	1	0.040
195	2	0.080
196	3	0.120
197	2	0.080
198	1	0.040
199	3	0.120
200	1	0.040
