0	0	0
1	13	0.260
2	13	0.260
3	11	0.220
4	10	0.200
5	13	0.260
6	11	0.220
7	8	0.160
8	9	0.180
9	11	0.220
10	12	0.240
11	13	0.260
12	11	0.220
13	13	0.260
14	5	0.100
15	11	0.220
16	16	0.320
17	12	0.240
18	12	0.240
19	15	0.300
20	14	0.280
21	18	0.360
22	14	0.280
23	17	0.340
24	16	0.320
25	14	0.280
26	7	0.140
27	11	0.220
28	12	0.240
29	17	0.340
30	16	0.320
31	15	0.300
32	15	0.300
33	15	0.300
34	11	0.220
35	16	0.320
36	15	0.300
37	14	0.280
38	13	0.260
39	12	0.240
40	12	0.240
41	13	0.260
42	9	0.180
43	11	0.220
44	16	0.320
45	16	0.320
46	14	0.280
47	20	0.400
48	11	0.220
49	11	0.220
50	11	0.220
51	8	0.160
52	12	0.240
53	8	0.160
54	20	0.400
55	13	0.260
56	15	0.300
57	17	0.340
58	12	0.240
59	12	0.240
60	11	0.220
61	10	0.200
62	13	0.260
63	14	0.280
64	13	0.260
65	13	0.260
66	16	0.320
67	16	0.320
68	8	0.160
69	14	0.280
70	11	0.220
71	11	0.220
72	12	0.240
73	16	0.320
74	12	0.240
75	16	0.320
76	8	0.160
77	14	0.280
78	10	0.200
79	14	0.280
80	14	0.280
81	16	0.320
82	11	0.220
83	14	0.280
84	14	0.280
85	17	0.340
86	15	0.300
87	10	0.200
88	14	0.280
89	13	0.260
90	17	0.340
91	13	0.260
92	11	0.220
93	14	0.280
94	13	0.260
95	14	0.280
96	10	0.200
97	14	0.280
98	9	0.180
99	14	0.280
100	12	0.240
101	8	0.160
102	14	0.280
103	13	0.260
104	18	0.360
105	12	0.240
106	7	0.140
107	17	0.340
108	14	0.280
109	16	0.320
110	6	0.120
111	15	0.300
112	13	0.260
113	14	0.280
114	18	0.360
115	12	0.240
116	16	0.320
117	16	0.320
118	17	0.340
119	16	0.320
120	10	0.200
121	7	0.140
122	8	0.160
123	11	0.220
124	12	0.240
125	13	0.260
126	14	0.280
127	14	0.280
128	12	0.240
129	12	0.240
130	13	0.260
131	22	0.440
132	12	0.240
133	16	0.320
134	16	0.320
135	13	0.260
136	12	0.240
137	16	0.320
138	9	0.180
139	13	0.260
140	15	0.300
141	12	0.240
142	14	0.280
143	7	0.140
144	11	0.220
145	12	0.240
146	12	0.240
147	14	0.280
148	11	0.220
149	17	0.340
150	3	0.060
151	12	0.240
152	9	0.180
153	8	0.160
154	8	0.160
155	16	0.320
156	10	0.200
157	12	0.240
158	10	0.200
159	16	0.320
160	11	0.220
161	12	0.240
162	15	0.300
163	8	0.160
164	9	0.180
165	8	0.160
166	9	0.180
167	14	0.280
168	9	0.180
169	11	0.220
170	17	0.340
171	13	0.260
172	16	0.320
173	13	0.260
174	14	0.280
175	11	0.220
176	11	0.220
177	11	0.220
178	11	0.220
179	10	0.200
180	16	0.320
181	11	0.220
182	14	0.280
183	5	0.100
184	12	0.240
185	9	0.180
186	11	0.220
187	11	0.220
188	11	0.220
189	15	0.300
190	10	0.200
191	17	0.340
192	9	0.180
193	10	0.200
194	13	0.260
195	12	0.240
196	11	0.220
197	12	0.240
198	12	0.240
199	9	0.180
200	15	0.300
