0	0	0
1	3	0.600
2	1	0.200
3	0	0.000
4	1	0.200
5	1	0.200
6	2	0.400
7	1	0.200
8	1	0.200
9	2	0.400
10	0	0.000
11	1	0.200
12	0	0.000
13	0	0.000
14	1	0.200
15	2	0.400
16	2	0.400
17	2	0.400
18	1	0.200
19	1	0.200
20	1	0.200
21	1	0.200
22	0	0.000
23	1	0.200
24	0	0.000
25	1	0.200
26	1	0.200
27	2	0.400
28	1	0.200
29	1	0.200
30	1	0.200
31	2	0.400
32	2	0.400
33	0	0.000
34	1	0.200
35	3	0.600
36	2	0.400
37	1	0.200
38	1	0.200
39	1	0.200
40	2	0.400
41	1	0.200
42	1	0.200
43	2	0.400
44	1	0.200
45	2	0.400
46	0	0.000
47	0	0.000
48	1	0.200
49	0	0.000
50	1	0.200
51	1	0.200
52	2	0.400
53	0	0.000
54	3	0.600
55	2	0.400
56	1	0.200
57	3	0.600
58	1	0.200
59	1	0.200
60	2	0.400
61	3	0.600
62	1	0.200
63	2	0.400
64	1	0.200
65	1	0.200
66	1	0.200
67	0	0.000
68	2	0.400
69	3	0.600
70	2	0.400
71	2	0.400
72	2	0.400
73	1	0.200
74	3	0.600
75	1	0.200
76	1	0.200
77	0	0.000
78	0	0.000
79	3	0.600
80	0	0.000
81	1	0.200
82	2	0.400
83	0	0.000
84	5	1.000
85	3	0.600
86	2	0.400
87	1	0.200
88	1	0.200
89	0	0.000
90	0	0.000
91	0	0.000
92	1	0.200
93	2	0.400
94	3	0.600
95	3	0.600
96	2	0.400
97	1	0.200
98	1	0.200
99	2	0.400
100	1	0.200
101	2	0.400
102	2	0.400
103	2	0.400
104	3	0.600
105	2	0.400
106	2	0.400
107	1	0.200
108	0	0.000
109	1	0.200
110	3	0.600
111	1	0.200
112	0	0.000
113	0	0.000
114	2	0.400
115	1	0.200
116	2	0.400
117	0	0.000
118	1	0.200
119	0	0.000
120	1	0.200
121	2	0.400
122	3	0.600
123	2	0.400
124	1	0.200
125	2	0.400
126	2	0.400
127	1	0.200
128	0	0.000
129	0	0.000
130	1	0.200
131	0	0.000
132	2	0.400
133	3	0.600
134	0	0.000
135	1	0.200
136	0	0.000
137	2	0.400
138	2	0.400
139	0	0.000
140	2	0.400
141	1	0.200
142	3	0.600
143	3	0.600
144	0	0.000
145	2	0.400
146	0	0.000
147	2	0.400
148	1	0.200
149	2	0.400
150	2	0.400
151	2	0.400
152	2	0.400
153	0	0.000
154	2	0.400
155	0	0.000
156	0	0.000
157	2	0.400
158	0	0.000
159	0	0.000
160	1	0.200
161	1	0.200
162	1	0.200
163	2	0.400
164	1	0.200
165	2	0.400
166	2	0.400
167	1	0.200
168	4	0.800
169	1	0.200
170	0	0.000
171	0	0.000
172	1	0.200
173	3	0.600
174	1	0.200
175	0	0.000
176	1	0.200
177	0	0.000
178	2	0.400
179	2	0.400
180	3	0.600
181	2	0.400
182	3	0.600
183	2	0.400
184	2	0.400
185	2	0.400
186	1	0.200
187	1	0.200
188	0	0.000
189	1	0.200
190	1	0.200
191	2	0.400
192	2	0.400
193	1	0.200
194	1	0.200
195	3	0.600
196	2	0.400
197	1	0.200
198	0	0.000
199	2	0.400
200	1	0.200
