0	0	0
1	7	0.280
2	8	0.320
3	5	0.200
4	6	0.240
5	8	0.320
6	11	0.440
7	4	0.160
8	6	0.240
9	6	0.240
10	4	0.160
11	6	0.240
12	5	0.200
13	6	0.240
14	5	0.200
15	7	0.280
16	3	0.120
17	3	0.120
18	9	0.360
19	10	0.400
20	3	0.120
21	8	0.320
22	7	0.280
23	5	0.200
24	5	0.200
25	5	0.200
26	7	0.280
27	8	0.320
28	8	0.320
29	8	0.320
30	8	0.320
31	5	0.200
32	4	0.160
33	5	0.200
34	7	0.280
35	8	0.320
36	8	0.320
37	11	0.440
38	12	0.480
39	5	0.200
40	4	0.160
41	7	0.280
42	8	0.320
43	3	0.120
44	4	0.160
45	6	0.240
46	2	0.080
47	5	0.200
48	4	0.160
49	9	0.360
50	6	0.240
51	8	0.320
52	9	0.360
53	6	0.240
54	3	0.120
55	4	0.160
56	2	0.080
57	6	0.240
58	3	0.120
59	6	0.240
60	5	0.200
61	7	0.280
62	6	0.240
63	6	0.240
64	5	0.200
65	7	0.280
66	5	0.200
67	6	0.240
68	10	0.400
69	10	0.400
70	5	0.200
71	6	0.240
72	7	0.280
73	7	0.280
74	9	0.360
75	6	0.240
76	6	0.240
77	10	0.400
78	7	0.280
79	5	0.200
80	3	0.120
81	2	0.080
82	4	0.160
83	7	0.280
84	7	0.280
85	8	0.320
86	4	0.160
87	5	0.200
88	10	0.400
89	6	0.240
90	5	0.200
91	7	0.280
92	7	0.280
93	6	0.240
94	2	0.080
95	5	0.200
96	5	0.200
97	6	0.240
98	8	0.320
99	11	0.440
100	10	0.400
101	5	0.200
102	8	0.320
103	5	0.200
104	8	0.320
105	14	0.560
106	7	0.280
107	6	0.240
108	7	0.280
109	8	0.320
110	4	0.160
111	8	0.320
112	9	0.360
113	5	0.200
114	7	0.280
115	6	0.240
116	4	0.160
117	7	0.280
118	6	0.240
119	3	0.120
120	7	0.280
121	4	0.160
122	5	0.200
123	4	0.160
124	9	0.360
125	7	0.280
126	5	0.200
127	8	0.320
128	6	0.240
129	5	0.200
130	4	0.160
131	4	0.160
132	9	0.360
133	7	0.280
134	7	0.280
135	4	0.160
136	4	0.160
137	5	0.200
138	5	0.200
139	7	0.280
140	5	0.200
141	4	0.160
142	10	0.400
143	8	0.320
144	6	0.240
145	5	0.200
146	4	0.160
147	8	0.320
148	8	0.320
149	8	0.320
150	6	0.240
151	6	0.240
152	5	0.200
153	6	0.240
154	9	0.360
155	6	0.240
156	5	0.200
157	6	0.240
158	5	0.200
159	8	0.320
160	7	0.280
161	8	0.320
162	7	0.280
163	4	0.160
164	2	0.080
165	7	0.280
166	3	0.120
167	2	0.080
168	3	0.120
169	7	0.280
170	8	0.320
171	6	0.240
172	8	0.320
173	4	0.160
174	7	0.280
175	2	0.080
176	3	0.120
177	9	0.360
178	11	0.440
179	5	0.200
180	7	0.280
181	6	0.240
182	5	0.200
183	1	0.040
184	4	0.160
185	7	0.280
186	7	0.280
187	6	0.240
188	7	0.280
189	8	0.320
190	4	0.160
191	7	0.280
192	9	0.360
193	10	0.400
194	5	0.200
195	5	0.200
196	5	0.200
197	6	0.240
198	8	0.320
199	9	0.360
200	6	0.240
