0	0	0
1	26	0.520
2	24	0.480
3	25	0.500
4	23	0.460
5	21	0.420
6	28	0.560
7	24	0.480
8	27	0.540
9	28	0.560
10	32	0.640
11	28	0.560
12	18	0.360
13	23	0.460
14	26	0.520
15	27	0.540
16	23	0.460
17	28	0.560
18	24	0.480
19	18	0.360
20	24	0.480
21	22	0.440
22	20	0.400
23	28	0.560
24	27	0.540
25	23	0.460
26	27	0.540
27	22	0.440
28	24	0.480
29	29	0.580
30	26	0.520
31	21	0.420
32	23	0.460
33	30	0.600
34	31	0.620
35	22	0.440
36	31	0.620
37	26	0.520
38	25	0.500
39	32	0.640
40	22	0.440
41	25	0.500
42	24	0.480
43	23	0.460
44	29	0.580
45	23	0.460
46	31	0.620
47	23	0.460
48	25	0.500
49	25	0.500
50	23	0.460
51	24	0.480
52	24	0.480
53	24	0.480
54	25	0.500
55	19	0.380
56	29	0.580
57	29	0.580
58	18	0.360
59	26	0.520
60	27	0.540
61	29	0.580
62	29	0.580
63	28	0.560
64	26	0.520
65	33	0.660
66	20	0.400
67	27	0.540
68	33	0.660
69	26	0.520
70	30	0.600
71	28	0.560
72	19	0.380
73	28	0.560
74	26	0.520
75	28	0.560
76	27	0.540
77	24	0.480
78	23	0.460
79	20	0.400
80	27	0.540
81	20	0.400
82	31	0.620
83	28	0.560
84	21	0.420
85	24	0.480
86	17	0.340
87	24	0.480
88	22	0.440
89	26	0.520
90	21	0.420
91	27	0.540
92	20	0.400
93	31	0.620
94	21	0.420
95	25	0.500
96	18	0.360
97	30	0.600
98	25	0.500
99	21	0.420
100	30	0.600
101	25	0.500
102	28	0.560
103	25	0.500
104	25	0.500
105	27	0.540
106	25	0.500
107	26	0.520
108	26	0.520
109	26	0.520
110	22	0.440
111	22	0.440
112	24	0.480
113	23	0.460
114	28	0.560
115	29	0.580
116	24	0.480
117	21	0.420
118	21	0.420
119	24	0.480
120	22	0.440
121	25	0.500
122	30	0.600
123	20	0.400
124	32	0.640
125	28	0.560
126	26	0.520
127	27	0.540
128	21	0.420
129	20	0.400
130	18	0.360
131	21	0.420
132	21	0.420
133	29	0.580
134	26	0.520
135	28	0.560
136	30	0.600
137	17	0.340
138	24	0.480
139	23	0.460
140	27	0.540
141	26	0.520
142	19	0.380
143	29	0.580
144	29	0.580
145	25	0.500
146	21	0.420
147	25	0.500
148	17	0.340
149	25	0.500
150	27	0.540
151	22	0.440
152	25	0.500
153	25	0.500
154	23	0.460
155	27	0.540
156	22	0.440
157	29	0.580
158	26	0.520
159	24	0.480
160	26	0.520
161	21	0.420
162	28	0.560
163	26	0.520
164	25	0.500
165	33	0.660
166	24	0.480
167	26	0.520
168	24	0.480
169	24	0.480
170	26	0.520
171	26	0.520
172	20	0.400
173	30	0.600
174	25	0.500
175	22	0.440
176	25	0.500
177	27	0.540
178	28	0.560
179	34	0.680
180	20	0.400
181	33	0.660
182	26	0.520
183	23	0.460
184	29	0.580
185	20	0.400
186	25	0.500
187	29	0.580
188	28	0.560
189	28	0.560
190	24	0.480
191	20	0.400
192	19	0.380
193	27	0.540
194	20	0.400
195	22	0.440
196	25	0.500
197	27	0.540
198	29	0.580
199	22	0.440
200	26	0.520
